,FragmentID, SessionEndDate,La historia involucra…-X,La historia involucra…-Y,Esta historia me enseñó-X,Esta historia me enseñó-Y,La lección impacto en…-X,La lección impacto en…-Y,Es importante…-X,Es importante…-Y,Tono emocional,¿Cuándo sucedieron,¿La experiencia que compartiste es?,¿Qué tan común?,¿Por cuánto tiempo?,¿Quién crees que debe saber sobre esta historia?,¿En cuántos colegios/escuelas has estado?,Edad,Grado,Institucion Educativa Distrital,Género,FragmentEntry,StoryTitle,Temas,Familia,EstudiosAcudiente,Describe algo que es…,Sentí que tuve…,Las materias en clase...,El aprendizaje aplicado...,El aprendizaje por descubrimiento...,El auto-aprendizaje...
10,0cd0b6ef-c139-466e-ae57-672b0cce3dc8,2017/12/01 03:00:20.702,0.5009838,0.76237607,0.14542824,0.07401709,0.5083912,0.71796584,0.14542824,0.092521384,Indiferente,Hace dos años,Experiencia personal,Común,Por mucho tiempo,Los compañeros,En 3,15,7,1. Colegio Agustín Fernández (IED),masculino,"Una vez estábamos en el colegio Ricaurte en clase de ingles en ese momento no estaba el profesor los muchachos estaban gritando, molestando y incluso peleando un compañero se puso a molestar con un balón en el aula de clase yo lo acompañe a  jugar causando daños y desastres en el aula rompimos la ventana de un balo naso donde el coordinador llego con el profesor y nos suspendieron haciendo pagar nuestros errores y con experiencia no volvimos a jugar ni molestar en el aula de clase :v",Causas por el in respeto en clase,Ninguna de las anteriores,"Papá,mamá,Hermanos",Bachiller,Completamente novedoso,Poco control,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
11,0d63834e-004f-4a17-8190-39243845b688,2017/12/01 00:27:06.112,0.6195023000000001,0.20724785,0.34542823,0.21464956,0.4898727,0.4663077,0.4898727,0.48111114,Feliz,El mes pasado,Una opinión,Pasa una vez cada tanto,Por algun tiempo,Los profesores y las directivas,En 2,17,9,1. Colegio Agustín Fernández (IED),masculino,bueno pues la vida en mi colegio es muy agradable por que los profesores le ayudan a uno en muchas ocaciones y mas cuando en algun lado tenemos problemas y pues alfin son como nuestros segundos papas que nos quieren enseñar nuevas cosas para poder ser alguien en nuestras vidas,nuestro colegio es lo mas hermoso que hay en la juventud,Relación con los profesores,"Papá,mamá,Hermanos",Bachiller,Novedoso,Poco control,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
12,10ab6daf-ac9b-4440-9343-391d5cfcfab5,2017/12/01 00:01:04.384,0.5787616,0.4255983,0.68246526,0.31087178,0.47876158,0.25905982,0.3898727,0.19984615,Muy Feliz,El mes pasado,Experiencia personal,Común,Por siempre,Los compañeros,En más de 4,16,8,1. Colegio Agustín Fernández (IED),masculino,"el torneo de futsal del colegio, todos los partidos los ganamos y pues un empatado pero importa llegamos ala final ganando los partidos aunque no fueron faciles los pudimos pasar y llegar a la final y poder ganarla fue lo mas bueno y podarle dar el trofeo a la profesora mery..",los campeones,Relación con los compañeros,"mamá,Hermanos",Bachiller,Novedoso,Total control,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
13,11254644-7106-4e17-9689-6662beb56fbc,2017/11/30 23:10:38.456,0.8750578999999999,0.07401709,0.13431713,0.05921367,0.8750579,0.0814188,0.16024305,0.10362393,Indiferente,Hace dos años,Experiencia personal,Muy rara y única,Por algun tiempo,Los compañeros,En 2,13,6,1. Colegio Agustín Fernández (IED),femenino,un dia en  el salon de español estabamos  esponiendo  y  una amiga le paso un raton  por los pies y todo mundo comenso agritar y se subieron alas sillas y el profesor nos iso salir de una vez para poder sacar el raton,el raton,Ninguna de las anteriores,Papá,Bachiller,Pasa todo el tiempo,Poco control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
14,11301a05-27bd-40d4-a68d-46e297b114a5,2017/11/30 23:56:19.925,0.77135414,0.3404786,,,0.5157986,0.5662308,,,Indiferente,Hace seis meses,Experiencia personal,Pasa una vez cada tanto,Por mucho tiempo,Los profesores y las directivas,En más de 4,16,9,1. Colegio Agustín Fernández (IED),femenino,en el primer trimestre de este año me enferme super feo y me incapacitaron las dos semanas mas importantes del trimestre y por ello me baje mucho en el colegio asi que  me fue muy mal :(,la desgracias del trimestre xd,Educación / aprendizaje,"Papá,mamá,Hermanos",Técnico,Novedoso,Poco control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
15,13007a1c-dac3-4062-a197-a62fa5f46585,2017/11/18 02:53:10.398,0.5675555999999999,0.20724785,0.50840735,0.29236752,0.3898147,0.18504272,0.5009629,0.31087178,Muy Feliz,El mes pasado,Una opinión,Pasa todo el tiempo,Por mucho tiempo,Todo el mundo,En 2,16,9,1. Colegio Agustín Fernández (IED),femenino,"Mi colegio es bueno porque hay gente muy amigable, los profesores se preocupan realmente por los estudiantes y a demás son muy divertidos y amables; nos hacen sentir muy cómodos en el colegio y hacen actividades diversas y divertidas.",mi segundo hogar,"La seguridad en el colegio,Educación / aprendizaje,Valores,Innovación / creatividad,Relación con los compañeros,Relación con los profesores","Papá,mamá,Hermanos","Primaria,Bachiller",Pasa todo el tiempo,Absolutamente ningun control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
16,14e79a05-deda-4208-97aa-75b4e11a455f,2017/11/17 04:26:02.209,0.31574062,0.5403248,0.3342223,0.510829,,,,,Feliz,Hace más de dos años,Experiencia personal,Pasa una vez cada tanto,Por mucho tiempo,Nadie,Sólo en este,12,7,1. Colegio Agustín Fernández (IED),masculino,"en el colegio aprendimos a escribir a leer a convivir con amigos a aprender sobre matemáticas, sociales, ingles, geometría, informática, biología, español,",la convivencia en el colegio,"Tecnología,Educación / aprendizaje,Relación con los compañeros","Papá,mamá,Hermanos",Bachiller,Pasa todo el tiempo,Total control,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro
17,158c70ee-5161-437c-a220-275359511059,2017/11/17 03:22:25.417,0.9824814000000001,0.0,0.30099997,0.51071787,0.019481517,0.033307716,0.98614806,0.022205075,Indiferente,Hace seis meses,Experiencia personal,Pasa una vez cada tanto,Por algun tiempo,Los compañeros,En 2,11,6,1. Colegio Agustín Fernández (IED),masculino,Positivo: cuando yo apenas llegue amy me recibieron bien  con las manos abiertas pues al principio no me trataban mal pero después empezaron a cambiar Negativo:Cuando yo me pelee con un compañero,mi compañero,Relación con los compañeros,"mamá,Hermanos,otros familiares",Técnico,Pasa todo el tiempo,Absolutamente ningun control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro
18,160e32a2-003d-4661-a484-65074d77e2fa,2017/11/30 22:48:44.849,0.8972800999999999,0.07401709,0.13061343,0.07771797,0.9120949,0.048111133,0.14542824,0.07401709,Triste,Hace un año,Experiencia personal,Pasa una vez cada tanto,Por algun tiempo,Nadie,Sólo en este,12,7,1. Colegio Agustín Fernández (IED),femenino,un día   yo estaba con mis amigas y una vez  unas niñas nos en pesaron a tratar mal  paro nosotras  no sabíamos por que nos están  tratando mal entonces  nosotras tratábamos  de hablar con ellas pero ellas no dejaban  al siguiente día nos  enpesaron a insultar  y nosotras hablamos con la profe y ellas nos dijeron que era   por un niño  y dialogamos  para que se alegraran las cosas,mis amigas,Educación / aprendizaje,"Papá,Hermanos","Bachiller,Técnico",Pasa todo el tiempo,Total control,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
19,16ac21b0-c2e0-4c72-b470-e506e6f49168,2017/11/17 04:40:40.778,0.9268888000000001,0.007401709,0.045444403,0.040709425,0.875074,0.033307716,0.138037,0.040709425,Muy Feliz,Hace más de dos años,Una opinión,Pasa todo el tiempo,Por siempre,Los profesores y las directivas,En 2,15,7,1. Colegio Agustín Fernández (IED),femenino,yo como estudiante le diría q el colegio tiene cosas malas y cosa buenas como celebraciones todo lo celebramos todos somos muy amigable amables sin importarnos la condición somos muy unidos y ayudamos a q el colegio sea uno de los mejores,mejorando mi colegio,Innovación / creatividad,"mamá,Hermanos,otros",Primaria,Pasa todo el tiempo,Total control,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro
20,1aa35df7-a059-419c-91e9-6fce72885a0e,2017/11/30 22:58:01.655,0.5120949,0.59213674,0.5083912,0.5218205,0.5083912,0.3515812,0.7343171,0.13693164,Indiferente,Hace más de dos años,Experiencia personal,Común,Por siempre,Todo el mundo,Sólo en este,15,9,1. Colegio Agustín Fernández (IED),masculino,mi colegio es tal y cual como todos los buenos colegios pero cada quien da su opinion segun como le vaya en el colegio si les fue mal van a hablar mal del colegio,niño del mazuera cuenta como es su colegio,Innovación / creatividad,"Papá,mamá,Hermanos",Bachiller,Pasa todo el tiempo,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
21,1ad202ce-b1d4-4e87-b39a-8cee89daeb60,2017/12/01 03:43:05.785,0.5083912,0.81418806,0.019502316,0.033307716,0.523206,0.82158977,0.5083912,0.82529056,Feliz,El mes pasado,Experiencia personal,Muy rara y única,Por siempre,Nadie,En 2,14,7,1. Colegio Agustín Fernández (IED),femenino,estoy feliz porque pase el año despues de que me dijieron que lo perdia ajajaj,las esperiencias de la vida,Educación / aprendizaje,"Papá,mamá,Hermanos",Bachiller,Novedoso,Control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
22,1c3f677e-8401-459a-a3a1-76c9d6665d63,2017/11/30 23:38:58.289,0.9935764000000001,0.0,0.97876155,0.033307716,0.92690974,0.07401709,,,Triste,Hace seis meses,Experiencia personal,Pasa todo el tiempo,Por siempre,Los profesores y las directivas,Sólo en este,12,6,1. Colegio Agustín Fernández (IED),masculino,MI NOMBRE ES Andres Fernando Figuroa Avila soy del curso 601 sufro de matoneo escolar por todos los compañeros de mi curso llevo7 años en el mazura villegas fernando y 7años sufriendo de matoneo escolar en clase de español tenia  que hacer una actividad   de comprencion de lectura y la actividad incluia un dibujo y yo en eso me equivoque dibuje un dibujo que no era del tema corespondiente selo presente ala profesora  ytodos se meburlron poque me equivoque,matoneo escolar,"Educación / aprendizaje,Bullying / matoneo","Papá,mamá,Hermanos,otros familiares",No tiene educación formal,Pasa todo el tiempo,Absolutamente ningun control,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
23,1cc4226a-6255-414b-8891-5b5c83a6ed02,2017/12/01 03:30:30.222,0.49357638,0.8511966,0.5046875,0.82529056,0.986169,0.014803418,0.92690974,0.06661538,Indiferente,El mes pasado,Experiencia personal,Muy rara y única,Por algun tiempo,Los compañeros,En más de 4,15,7,1. Colegio Agustín Fernández (IED),femenino,"Cuando Llegue Al Colegio Yo Pense Que Me Iba A Quedar Sola Pero Nunca Me Imagine Que Me Iba A Empezar A Hablar Todo El Mundo, Yo Era Muy Tímida Hasta Que Conocí A Una Niña Llamada Laura Quien Iso Que Yo Fuera un Poco Mas Sociable Con Las Personas. Esto Ocurrió El Año Antepasado.Este Año Yo Tuve Una Amiga Llamada Andrea Con Quien Me La Pasaba Todo El Tiempo Hasta Que Un Viernes Ya Finalizando El Año Nos Iban A Decir Quien Perdía, Quien ganaba Y Quien Pasaba A Hacer Prueba De Suficiencia Y Pues Resulta Que Yo Me Imaginaba Que Yo Perdia El Año Y ese Viernes La Directora De Curso De Nosotros Le Paso Un Papel A Los Que Pasaban A Prueba De Suficiencia Y Andrea Tambien Hasta Que La Profesora Me Entrego Ese Papel A Mi Y A Andrea No Y Andrea Se Puso Enojada Conmigo Y En Este Momento No Me E Podido Hablar Con Ella Porque Sigue Enojada.",Los Tipos De Amistades,Relación con los compañeros,"mamá,Hermanos","Bachiller,Técnico",Completamente novedoso,Absolutamente ningun control,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
24,1d149e49-a6b3-4b00-8ebf-8db747206155,2017/11/17 05:01:55.497,0.49729624,0.31087184,0.50459266,0.29976928,0.49718526,0.29991722,0.71574086,0.13693158,Indiferente,Hace más de dos años,Experiencia personal,Común,Por mucho tiempo,Todo el mundo,Sólo en este,12,7,1. Colegio Agustín Fernández (IED),masculino,"mi colegio Agustín Fernández HISTORIA:mi colegio es muy grande, tiene buenos maestros, es chévere el colegio y tiene 3 plazoletas, y tiene estudiantes ñeros que fuman y tienen armas blancas y tiene estudiantes buenos que respetan y trabajan y mi vida en el colegio la mala noticia es que me hacían bulling desde pequeño por que yo no hablo bien y me decían tartamudo :( y la buena noticia es que las profesoras me amaban y me decían que yo era un buen estudiante y era lindo por mis ojos verdes y pase para bachillerato y luche por mi vida y mi vida es diferente y feliz.",oz en su experiencia en el colegio,"Bullying / matoneo,Relación con los compañeros,Relación con los profesores,Ninguna de las anteriores","mamá,Hermanos","Primaria,Bachiller",Pasa todo el tiempo,Absolutamente ningun control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro
25,1e6b33b7-ee27-41ed-99ce-3d62ae95fd89,2017/11/16 20:57:22.759,,,,,0.5028095,0.06295657,0.53231937,0.74765676,Indiferente,No se,Experiencia personal,Pasa todo el tiempo,Por siempre,Nadie,Sólo en este,13,8,1. Colegio Agustín Fernández (IED),femenino,"1-mi colegio es muy chebre auque aveces uno tiene problemas pero todo se puede superar obstaculos retos ,las personas no siempre van a estar contigo cuando lo necesites . pero es bueno uno aprende .",los obstaculos,Relación con los compañeros,otros familiares,Bachiller,Pasa todo el tiempo,Absolutamente ningun control,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro
26,1f3c25ef-c328-48d7-8fe2-27256c72d77e,2017/12/01 03:09:09.922,0.09357639,0.05551284,0.9009838,0.05921367,0.5009838,0.6846581,,,Triste,Hace un año,Experiencia personal,Muy rara y única,Por siempre,Todo el mundo,En 3,18,11,1. Colegio Agustín Fernández (IED),masculino,"mi colegio es muy chebre tanto a los saberes como en el trato en general, mi historia negativa es una ves cuando estaba en décimo grado al comienzo del año haciendo unas pruebas de E.D FÍSICA llamas salto largo, cuando de repente era mi turno de saltar y salte mal que todo mi cuerpo quedo apoyado sobre mi pie izquierdo y me lo fracture.",LA TRÁGICA Y BOBA FRACTURA.,Salud,"mamá,Hermanos","Bachiller,Pregrado (profesional)",Completamente novedoso,Absolutamente ningun control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
27,1f6ed497-1957-4490-9298-b906424b0bf5,2017/12/01 00:02:34.908,,,0.9898727,0.014803418,,,,,Muy Feliz,El mes pasado,Experiencia personal,Pasa todo el tiempo,Por algun tiempo,Los compañeros,En más de 4,14,9,1. Colegio Agustín Fernández (IED),femenino,Una vez en el colegio me reí tanto de la risa de un amigo que casi me caigo en pleno patio central con mis amigos.,De risa a caida,Relación con los compañeros,"mamá,Hermanos,otros","Bachiller,Pregrado (profesional)",Pasa todo el tiempo,Poco control,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
28,201de47c-a27b-471c-943d-cc7719de2a9c,2017/12/01 00:06:19.793,0.49728009999999995,0.8474957,0.5157986,0.29606837,0.4046875,0.14803419,0.66765046,0.255359,Feliz,El mes pasado,Experiencia personal,Pasa una vez cada tanto,Por siempre,Nadie,En 3,15,9,1. Colegio Agustín Fernández (IED),masculino,YO CUANDO ESTABA EN LA PRESENTACIÓN DE LAS OPCIONES DEL CENA ESTABAN PREGUNTANDO QUE SI CONOCÍAMOS LOS LÁCTEOS Y YO DIJE QUE QUE ERAN LOS DERIVADOS DE LA BACA EN VES DE LA LECHE,LA VACA,Ninguna de las anteriores,mamá,Bachiller,Novedoso,Absolutamente ningun control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
29,202840e2-3aa9-4b17-8127-98bb1ecc68bb,2017/11/17 03:23:21.187,0.50470364,0.2960684,0.501,0.2775641,0.501,0.28126493,0.50840735,0.29236752,Muy Feliz,Hace más de dos años,Experiencia personal,Muy rara y única,Por algun tiempo,Nadie,En 2,13,6,1. Colegio Agustín Fernández (IED),masculino,positivo apenas yo yege al cole todos mis compa ñeros merrecibieron supernegativo: cuando yegue al cole mis compañeros me trataban mal,camilo,"La seguridad en el colegio,Valores","mamá,Hermanos",Bachiller,Pasa todo el tiempo,Absolutamente ningun control,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
