,FragmentID, SessionEndDate,La historia involucra…-X,La historia involucra…-Y,Esta historia me enseñó-X,Esta historia me enseñó-Y,La lección impacto en…-X,La lección impacto en…-Y,Es importante…-X,Es importante…-Y,Tono emocional,¿Cuándo sucedieron,¿La experiencia que compartiste es?,¿Qué tan común?,¿Por cuánto tiempo?,¿Quién crees que debe saber sobre esta historia?,¿En cuántos colegios/escuelas has estado?,Edad,Grado,Institucion Educativa Distrital,Género,FragmentEntry,StoryTitle,Temas,Familia,EstudiosAcudiente,Describe algo que es…,Sentí que tuve…,Las materias en clase...,El aprendizaje aplicado...,El aprendizaje por descubrimiento...,El auto-aprendizaje...
10,63debec8-22df-4466-8881-966eb4f05b87,2019/07/22 21:36:04.135,0.56765044,0.74017096,0.5157986,0.8363932,0.76024306,0.033307716,0.1046875,0.0,Indiferente,El mes pasado,Una experiencia que alguien te compartió,Muy rara y única,Por siempre,Nadie,En 2,10,4,8. Guadalupe,femenino,un dia tuve un problema con una compañera ya que la niña me estaba diciendo cosas que yo nunca pense que   me lo iba a decir ya que la niña era mi mejor amiga  la niña me falto el respeto ya que me dijo ya palabras muy adultas ya que la niña me dijo perra prostituta me dijo porque cortamos la amistad y yo no pense que esta cortada de amistad iba a llegar tan lejos le comente al profesor carlos lo que habia pasado el profesor nos llevo a coordinacion ya que el problema era muy grande el coordinador reviso las conversaciones y dijo que era muy grave ya que niña se puso a inventar que yo le habia dicho malparida el coordinador soluciono el problema y dijo que habia que pedirnos disculpas nos pedimos disculpas pero no quedaron las cosas como antes,mejor amiga judas iscariote,Relación con los compañeros,"Papá,mamá,Hermanos,otros",Bachiller,,,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro
11,c4a73b02-b392-4998-a43a-513d7ab126de,2019/07/23 14:04:36.085,0.49357638,0.32197437,0.9713542,0.044410255,0.7639468,0.407094,0.5120949,0.07771797,Muy Feliz,Hace seis meses,Experiencia personal,Común,Por siempre,Todo el mundo,En 2,8,3,5. Caicedo,femenino,"El día que nos pusieron a hacer unos carteles para representante de grupo me puse muy feliz, me inspiré y pensé en muchas cosas que mis compañeros y yo queríamos que sucedieran, por ejemplo, quería hacer algo que nos pudiera enseñar y a la vez divertirnos, cuando llego el día de las elecciones me puse bastante feliz, tenía susto pero cuando salí me di cuenta que valía la pena, quería ganar más y entonces cuando leí las propuestas cada vez vi que tenia más puntos y gane, para mi fue muy buen día, quería dirigir el grupo y ser muy fuerte.","No te quedes atrás, inténtalo","Tecnología,La seguridad en el colegio,Educación / aprendizaje,Valores,Innovación / creatividad,Relación con los compañeros,Relación con los profesores","Papá,mamá",Pregrado (profesional),Novedoso,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
12,6c570f08-d18a-496e-b286-95878d2644f2,2019/07/15 18:04:03.112,0.48805985,0.5070592,0.7611226,0.31091383,0.8533735,0.11476853,0.11905605,0.103666045,Indiferente,Hace más de dos años,Una opinión,Común,Por siempre,Los profesores y las directivas,En más de 4,16,9,11. San Benito,masculino,"bien el colegio es un poco amañado y un poco maluco,porque la jornada no es como muy conveniente para los estudiantes,y el restaurante no es como muy bueno para la cantidad de estudiantes que ahí en la institución",el amigo,Comida,"Papá,mamá,Hermanos",No tiene educación formal,Pasa frecuentemente,Total control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
13,115f0056-52d1-43fb-b068-51e07f08bd52,2019/07/16 14:57:55.815,0.9528356,0.06661538,0.026909722,0.044410255,0.97876155,0.0037008803,0.015798612,0.025906008,Indiferente,El mes pasado,Experiencia personal,Muy rara y única,Por mucho tiempo,Todo el mundo,En más de 4,15,7,6. Camilo Mora,masculino,"es un colegio regular, se pierde muchas claces en todo el año",el primer seria yo,Educación / aprendizaje,mamá,Bachiller,Novedoso,Absolutamente ningun control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro
14,e1eae684-abbc-4730-96de-74b2b36da3e7,2019/07/22 14:54:25.045,0.71949065,0.15913671,0.31578696,0.15173505,0.28615734,0.081418745,0.6231945,0.12582906,Feliz,El mes pasado,Experiencia personal,Muy rara y única,Por siempre,Todo el mundo,En 3,11,5,11. San Benito,masculino,que es muy buena y que ay buena jente profesores que explican que uno pueda entender y si uno no entiende lo esplica de nuevo,la mejor escuela del mundo,"Salud,Relación con los compañeros","Papá,mamá,Hermanos,otros familiares",Primaria,,Poco control,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
15,9452c110-0e24-4953-b91e-7753aa008b4c,2019/08/01 18:35:48.713,0.5046875,0.79568374,0.030613426,0.044410255,0.045428243,0.0037008803,0.056539353,0.037008546,Muy Feliz,El mes pasado,Experiencia personal,Pasa una vez cada tanto,Por siempre,Nadie,En más de 4,15,5,10. Rodrigo Correa Palacio,masculino,YO ESTUDIO EN EL COLEGIO RODRIGO CORREA PALACIO  GRADO ACELERACION  YO TODOS LOS DIAS VOY AL COLEGIO POR QUE ES GRAN COSA Y QUISIERA UN ESPACIO MAS GRANDE Y UNA  CANCHA,LO QUE EL ESTUDIO QUIERE,"La seguridad en el colegio,Educación / aprendizaje","mamá,Hermanos","Bachiller,Técnico",Completamente novedoso,Control,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro
16,98c47998-790e-4f01-9f79-068d0cf2c1a0,2019/08/06 19:04:15.008,0.060243055,0.0037008803,0.038020834,0.051811963,0.5009838,0.80308545,0.052835647,0.014803418,Muy Feliz,El mes pasado,Experiencia personal,Común,Por siempre,Los compañeros,En más de 4,10,5,2.Álvaro Marín Velasco,femenino,yo soy de Venezuela.  El primer día  que llegue me sentí un poco nerviosa porque no conocía a nadie pero después me fui acostumbrando y me siento muy feliz,mi felicidad en la escuela,Ninguna de las anteriores,"mamá,otros familiares",Pregrado (profesional),Pasa todo el tiempo,Total control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro
17,95577986-35c2-4f36-a2bc-fe8401feadf5,2019/07/23 13:00:18.958,0.88616896,0.0,,,,,,,Indiferente,No se,Una opinión,Muy rara y única,Se me va a olvidar,Nadie,Sólo en este,13,7,3. Bello Oriente,masculino,"ES ABURRIDO.esta institucion no tiene buena educacion , cambian muy seguido los profesores y las instalaciones no estan en buen estado",Institucion con malas instalaciones,Ninguna de las anteriores,"Papá,mamá,Hermanos",Postgrado (especialización maestría),,,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
18,abb2244f-ae56-45fe-a21e-fede01fca367,2019/07/18 12:16:10.201,0.5306134,0.5255214,0.24542823,0.122128226,0.75283563,0.051811963,0.4972801,0.65135044,Feliz,No se,Una opinión,Pasa una vez cada tanto,Se me va a olvidar,Nadie,Sólo en este,11,6,9. Reino de Bélgica,masculino,"el estudio,los buenos profesores,el uniforme,.",niños estudiosos,Tecnología,"Papá,mamá,Hermanos,otros familiares",Bachiller,Novedoso,Poco control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro
19,d799d417-401f-4583-8946-d691139d5d48,2019/08/01 13:21:02.351,0.46765047,0.51811963,0.3898727,0.20724785,0.8195023,0.12952994,0.25283566,0.0814188,Muy Feliz,Siempre,Una opinión,Común,Por siempre,Los profesores y las directivas,En más de 4,15,9,10. Rodrigo Correa Palacio,femenino,"mi colegio es muy bueno academicamente me gusta mucho mi salon y interatuar con mis compañeros y profesores lo unico malo es la tienda que no venden una comida tan rica, y que no hay refrigerio para toda la institucion",mi opinon sobre la vida escolar,Comida,otros familiares,Pregrado (profesional),Pasa todo el tiempo,Control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
20,aec24da4-5062-499b-b747-ccb659108d60,2019/07/16 13:42:25.176,0.73802084,0.13323076,0.8120949,0.122128226,0.5046875,0.68095726,0.5046875,0.14803419,Feliz,No se,Una opinión,Común,Por mucho tiempo,Los profesores y las directivas,Sólo en este,13,8,6. Camilo Mora,femenino,Me alegro mucho con mis compañeros y profesores también con la educación y la media tecnica,La vida en mi colegio,"Educación / aprendizaje,Relación con los compañeros,Relación con los profesores","Papá,mamá,Hermanos",Primaria,,,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro
21,44ee609d-1f0c-4de9-b5d3-4b4c68de712b,2019/08/01 16:09:02.508,0.35283566,0.43670088,0.18987268,0.10362393,0.786169,0.10732481,0.83431715,0.08511968,Muy Feliz,Siempre,Experiencia personal,Común,Por algun tiempo,Todo el mundo,En 2,13,7,1.Alfonso López Pumarejo,femenino,MI COLEGIO ES MUY BUENO TE ENSEÑAN MUY BIEN TE EXPLICAN CON PACIENCIA TE AYUDAN EN TUS PROBLEMAS MAS PERSONALES Y SON RESPETUOSOS DE ECHO TE COLABORAN CUANDO NO VAS BEN EN UNA MATERIA PERO TU TAMBIÉN TE TIENES QUE DEJAR AYUDAR.,QUE TAL ES MI ESCUELA.,Relación con los profesores,mamá,Bachiller,Pasa todo el tiempo,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro
22,07fed76e-6f8f-4fd7-bf39-c5ea9c3ea145,2019/07/22 14:53:55.729,0.7676505,0.14803419,0.5120949,0.7031624,0.4972801,0.67355555,0.53802085,0.7993846,Feliz,No se,Una experiencia que alguien te compartió,Pasa una vez cada tanto,Se me va a olvidar,Los compañeros,En 2,10,5,11. San Benito,masculino,es muy bien bonita la profesora es muy cariñosa y nos enseña mucho,mi profesora cariñosa,Educación / aprendizaje,"mamá,Hermanos",Bachiller,Novedoso,Control,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
23,dbb74b13-f240-4138-a1b6-f563542eb14f,2019/07/16 13:51:28.306,0.65283567,0.037008546,,,0.09728009,0.051811963,,,Muy Feliz,Hace seis meses,Experiencia personal,Común,Por algun tiempo,Todo el mundo,En 2,15,10,6. Camilo Mora,masculino,"un día hubo una fiesta de fin de año la pase muy bien ya que trajeron papayera baile mucho me diverte con todos mis amigos,hicimos muchas cosas divertidas y charlamos mucho tiempo",una buena tarde,Relación con los compañeros,"Papá,mamá,Hermanos,otros familiares",Bachiller,Novedoso,Total control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro
24,5a62b629-ea0a-46d7-8db6-845ebae5adf2,2019/07/18 12:55:00.070,0.5009838,0.6846581,0.5157986,0.71056414,0.8787616,0.07031626,0.9157986,0.051811963,Muy Feliz,Hace un año,Experiencia personal,Común,Por siempre,Los compañeros,En 3,11,6,9. Reino de Bélgica,masculino,mi nombre es johan rodriges hernandez y esta es mi historia conosi ami amigo juanpablo desde buencomienso me fui para otro colegio  en prescolar  regrese en primero yemos sido amigos desde entonsese y segiremos siendo amigos porsiempre aunque estemos en colejios diferentes.,la historia de mi vida,Relación con los compañeros,mamá,Primaria,Completamente novedoso,Total control,Me interesa poco / Importa mucho para mi futuro,,,Me interesa mucho / Importa mucho para mi futuro
25,23db2dec-b585-405c-b238-e145e6a4b3c9,2019/07/16 16:20:58.966,0.9343171,0.10362393,0.06765046,0.033307716,0.082465276,0.048111133,0.07505787,0.07401709,Indiferente,No se,Una opinión,Común,Por siempre,Los profesores y las directivas,Sólo en este,12,6,6. Camilo Mora,femenino,mi colegio es bueno auque hay algunas reglas que no me gustan  pero tambien hay mucha basura y mucha indisiplina,mi colegio,"La seguridad en el colegio,Ninguna de las anteriores","mamá,Hermanos",Primaria,Novedoso,Total control,,Me interesa poco / Importa poco para mi futuro,,
26,017aa1a0-1687-4b23-b94f-f260a0a66e4e,2019/07/23 12:32:14.969,0.36765045,0.20724785,0.3009838,0.49221367,0.4972801,0.8067863,0.5120949,0.37748715,Indiferente,Siempre,Una opinión,Pasa todo el tiempo,Por mucho tiempo,Todo el mundo,En 2,16,10,3. Bello Oriente,masculino,el colegio es bueno pero me párese que tiene el mismo problema que los del resto del país y es la forma en la que educan ya que se centran mas que todo en las matemáticas y lenguaje cuando deberían en enfocarse por igual en todas las materias ya que cada persona es única y sus talentos igual pero en cuanto al comportamiento todo esta bien es un colegio con personas muy activas y positivas un colegio muy agradable,un colegio igual a los demás,Educación / aprendizaje,"Papá,mamá,Hermanos",No tiene educación formal,Pasa todo el tiempo,Poco control,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro
27,73ba6836-f697-4f4c-a740-0aae092a99a5,2019/07/18 13:09:47.550,0.9083912,0.05551284,0.9306134,0.05551284,0.95653933,0.033307716,0.038020834,0.033307716,Muy Feliz,El mes pasado,Experiencia personal,Común,Por siempre,Los compañeros,En 3,11,5,1.Alfonso López Pumarejo,masculino,la escuela es espectacular muy organizada pero me gustaría que dieran mas materias las profes son muy organizadas me gusta la sala de lectura porque puedo leer y puedo jugar,la escuela perfecta,La seguridad en el colegio,"Papá,mamá,Hermanos",No tiene educación formal,Completamente novedoso,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro
28,d042104a-4d88-4a8a-9fd7-584cf14bd79f,2019/07/24 20:56:40.557,0.85283566,0.07771797,0.85283566,0.05921367,0.14913194,0.06661538,0.79357636,0.07771797,Indiferente,No se,Experiencia personal,Común,Por siempre,Los compañeros,En 2,15,7,12. Samuel Barrientos,masculino,Mi colegio es bueno pero no me gusta la profesora Giorgina porque es muy regañona.Mi colegio es bueno el profesor Nicolas me dice drogadicto,....,Relación con los profesores,"Papá,mamá,Hermanos",Bachiller,Pasa todo el tiempo,Control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro
29,0ea24024-1214-42c0-ba53-83209a773058,2019/07/18 15:53:20.919,0.94172454,0.025906008,0.6009838,0.255359,0.4898727,0.5033162,0.823206,0.029606836,Feliz,No se,Una opinión,Común,Por mucho tiempo,Todo el mundo,En 3,9,5,1.Alfonso López Pumarejo,femenino,el colegio es muy inteligente algunas veces hay unos que no tienen nada que hacer y molestanpero en la escuela aprendemos mucha matematicas y las profesoras son de lo mejor,mi tipo de escuela,Ninguna de las anteriores,"Papá,mamá,Hermanos",Técnico,Pasa frecuentemente,Control,,,,
30,3adb57a3-8abb-4a70-bf4d-b0e2ab424056,2019/08/06 14:03:01.599,0.045428243,0.007401709,0.019502316,0.029606836,0.9120949,0.051811963,0.06765046,0.092521384,Feliz,Siempre,Una experiencia que alguien te compartió,Pasa una vez cada tanto,Por mucho tiempo,Todo el mundo,En más de 4,14,7,2.Álvaro Marín Velasco,masculino,me pare bueno el colegi pero abeses a cosas malas,colegio bueno,Relación con los compañeros,"Papá,mamá",Bachiller,Pasa todo el tiempo,Absolutamente ningun control,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
31,5c564d7d-1092-4b00-a21b-96294559e62d,2019/07/24 18:11:18.210,0.9380208,0.014803418,0.5269097,0.81788886,0.5083912,0.8363932,0.55283564,0.10732481,Indiferente,Siempre,Una opinión,Pasa todo el tiempo,Por algun tiempo,Los profesores y las directivas,En más de 4,12,7,12. Samuel Barrientos,masculino,"El colegio es demasiado aburrido en algunas clases, como por ejemplo la de español, la de estadística  y la clase de físico química porque las cosas son muy repetitivas y aburridas además, en esas clases los profesores no prestan atención a los estudiantes.",¡!atención los colegios son muy repetitivos!,Educación / aprendizaje,otros familiares,Pregrado (profesional),Pasa todo el tiempo,Absolutamente ningun control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
32,1f77a495-0cff-4f15-950b-7750a71785d0,2019/08/06 15:01:37.997,0.94913197,0.0,0.045428243,0.029606836,0.5046875,0.7919829,0.94913197,0.048111133,Muy Feliz,Siempre,Una opinión,Pasa todo el tiempo,Por siempre,Todo el mundo,En 3,17,10,2.Álvaro Marín Velasco,femenino,las clases de sociales con oscar son las mejores explica super bien y aparte es muy entretenido,aprendiendo de la historia,Educación / aprendizaje,Hermanos,"Primaria,Bachiller",Pasa todo el tiempo,,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
33,eaf88d1c-35eb-42b8-b625-a8d84f914f7a,2019/07/23 13:22:57.733,0.73802084,0.4144957,0.9713542,0.048111133,0.019502316,0.022205127,0.96394676,0.018504297,Feliz,El mes pasado,Experiencia personal,Pasa una vez cada tanto,Por siempre,Los compañeros,Sólo en este,9,4,5. Caicedo,masculino,"En una salida pedagógica a el zoologico encontramos diferentes animales - tortuga mordelona, cocodrilos, jirafas, perros de monte, tigtillo, cocodrilo, camaleón, iguanas-  la coordinadora nos llevo a un espacio donde se encontraba zonas naturales y esto me gusto mucho por que no sucede todos los días.",El gran viaje al zoologico,Educación / aprendizaje,"mamá,otros familiares",Pregrado (profesional),Completamente novedoso,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro
